LPA Number,Borough,Valid date,Status,Application type,Description,Site name,Site number,Street name,Locality,Postcode,Actual commencement date,Actual completion date,Total number of proposed residential units,Total number of existing residential units,Units Proposed,Units Lost,Net Units,Total units with commencement date,Toal units with completion date,Decision,Decision date,Appeal decision,Appeal decision date,URL planning application
22/0425/FUL,London Borough of Barnet,27/01/2022,Approved,All Other,"Conversion of single residential dwellinghouse into 2 self-contained flats, including part single, part two storey side and rear extension and alterations to existing rear dormer window. Associated amenity space, refuse storage, cycle storage and off-street parking",,147,Cheviot Gardens,Cricklewood,NW2 1QB,,,,,2,1,1,,,Approved,29/11/2022,,,
22/05380/FULL,Westminster,02/09/2022,Approved,All Other,Use of a ground floor unit as a self contained residential unit (Class C3).,"North Court, Ground Floor 1",,Great Peter Street,,SW1P 3LL,,,,,1,0,1,,,Approved,05/01/2023,,,
2020/2637/P,Camden,11/06/2020,Approved,All Other,Conversion of the existing 1 x 3 bed maisonette to provide 1 x studio flat and 1 x 2 bed maisonette (Use Class C3) and associated works,,112,Cleveland Street,London,W1T 6PA,,,,,3,2,1,,,Approved,31/08/2022,,,https://planningrecords.camden.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2020/2637/P
23/P0209,Merton,20/01/2023,Approved,All Other,ERECTION OF 2 X 2 BED RESIDENTAIL UNITS AT THE REAR OF NOS. 8 - 14 DURNSFORD ROAD,,10,Durnsford Road,London,SW19 8HQ,,,,,2,0,2,,,Approved,17/03/2023,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=23/P0209
22/00617/FUL,London Borough of Lambeth,10/02/2022,Allowed,All Other,Conversion of the first and second floor flat to provide 3 x flats; enlargement of first floor rear bay window and installation of first floor rear roof terrace; insertion of 2 x windows at side elevation level with the provision of refuse and cycle storage.,19 Montrell Road London Lambeth SW2 4QD,,,,,,,,,3,1,2,,,Refused,07/04/2022,,,
22/AP/1782,London Borough of Southwark,23/05/2022,Approved,Prior Approval,"Prior approval for the change of use from Commercial, Business and Service (Use Class E) to dwellinghouses (Use Class C3) of the ground floor class E unit to 2 self-contained dwelling houses.",Imperial Court,4B,Odessa Street,,,,,,,2,0,2,,,Approved,12/07/2022,,,
213607,Waltham Forest,23/11/2021,Approved,Prior Approval,"Prior approval for the construction of a roof extension on a detached residential building to create an additional floor providing two self-contained flats (2 x 2 bedroom use Class C3) . Associated works to include landscaping, refuse and cycle storage.","Street Record Woodedge Close,",,,,,,,,,2,0,2,,,Approved,14/06/2022,,,
HGY/2022/0781,Haringey,01/03/2022,Approved,All Other,"Change of Use of 3 No. studio units with shared facilities (sui geris use class) to 2 No. self-contained 1Bed, 1Person flats (C3 Residential use class); Associated partial 'valley' style roof infill extension; Insertion of additional window on top floor w","3, Shepherds Hill, London, N6 5QJ",3,,,,,,,,2,3,-1,,,Approved,04/05/2022,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GJ9KAAW
22/04194/FULL,Westminster,27/06/2022,Approved,All Other,"Use of ground floor garage as habitable accommodation, together with alterations to front elevation and roof to include formation of new entrance door at street level and replacement windows.",,16,Devonshire Close,,W1G 7BB,,,,,1,1,0,,,Approved,07/12/2022,,,
22/03243/FUL,Enfield Council,04/10/2022,Approved,All Other,"Conversion of single family dwelling house into 2 self-contained flats, involving single storey side and rear extension (Amended description)",,14,Turkey Street,,EN3 5TR,,,,,2,0,2,,,Approved,27/01/2023,,,
22/02375/FUL,Enfield Council,08/07/2022,Approved,All Other,Subdivision of site and erection of a detached 1 x 4 bed single family dwelling with rooms in roof.,,80,Turkey Street,,EN1 4PT,,,,,1,0,1,,,Approved,27/01/2023,,,
223098FUL,Ealing,13/07/2022,Approved,All Other,"Conversion of single dwelling house to two self-contained units with associated bin storage, amenity space and parking; alteration of roof from hip to gable end; rear roof extension and installation of two roof lights to front roof slope; single storey rear extension (following demolition of existing rear addition); part first floor rear extension; alteration to external elevations, involving installation of four windows to side elevation (following removal to existing side windows)",378 Whitton Avenue East,,Whitton Avenue East,Greenford,UB6 0JS,,,,,2,1,1,,,Approved,12/09/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/223098FUL;
21/4548/FUL,London Borough of Barnet,18/08/2021,Approved,All Other,"Additional storeys at second and third floor levels comprising 4no self-contained flats. Associated amenity space, parking space, refuse and recycling and cycle parking",Marston Court,,Mays Lane,Underhill,EN5 2EG,,,,,4,0,4,,,Approved,03/08/2022,,,
22/1690/FUL,London Borough of Barnet,31/03/2022,Approved,All Other,"Erection of a single detached dwelling with accommodation in roof space. Demolition of the existing garage. Associated parking, cycle/refuse and recycling storage",Cherry Trees,82,Barnet Road,,EN5 3HA,,,,,1,0,1,,,Approved,26/07/2022,,,
220721FUL,Ealing,22/02/2022,Approved,All Other,"Construction of a single storey, with habitable loft space, building to accommodate 3 self-contained flats; formation of vehicle crossover (Following demolition of existing bungalow).",25 Mandeville Road,,Mandeville Road,Northolt,UB5 5HF,,,,,4,1,3,,,Approved,19/04/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/220721FUL;
216923CND,Ealing,10/12/2021,Approved,All Other,Details of enhanced sound insulation pursuant to condition 6 of planning permission Ref: 213426FUL dated 16.07.2021 for: 'Change of use of rear part ground floor shop (Use Class A1) and basement to two self-contained units (Use Class C3); alterations to basement and ground floor rear elevations including installation of Juliet balcony',51 Churchfield Road,,Churchfield Road,London,W3 6AY,,,,,2,0,2,,,Approved,02/09/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/216923CND;
DM2022/02081,London Borough of Sutton,12/01/2023,Approved,All Other,"Change of use from D2 (Assembly and Leisure) to C3 (Residential), with parking, cycle and bin areas.",Purley Sports Club,,The Ridge,,CR8 3PF,,,,,1,0,1,,,Approved,24/03/2023,,,
22/04983/FULL3,Bromley Custodian Code,06/01/2023,Approved,All Other,"Extension, alteration, and change of use from health centre Use Class E Commercial Business and Service to 9x dwellinghouses Use Class C3. (Amendments to Prior Approval reference 22/03666/CUETC3)",Anglesea Healthy Living Centre,1,Kent Road,,BR5 4AD,,,,,9,0,9,,,Approved,17/03/2023,,,
22/1429/PNE,London Borough of Barnet,18/03/2022,Approved,All Other,Change of use of existing ground floor commercial unit (Use Class E) into 1no dwelling (Use Class C3); Associated refuse/recycling and cycle storage,,21,The Broadway,Mill Hill,NW7 3DA,,,,,1,0,1,,,Approved,13/05/2022,,,
2022/1396,Wandsworth,01/04/2022,Approved,All Other,Alterations including erection of mansard roof extension (with French doors and safety railings); Erection of single-storey rear/side extension; Front side boundary fence; Excavation to create basement including formation of front and rear lightwells in connection with conversion of 2 flats into single dwelling house.,,14,Altenburg Gardens,London,SW11 1JJ,,,,,0,1,-1,,,Approved,06/06/2022,,,http://planning.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2022/1396
22/04999/FULL,Westminster,22/07/2022,Approved,All Other,"Alterations to lower ground floor with minor alterations to layout and reinstatement of vault, use of ground floor as extension to existing flat over first to third floor levels (Class C3), introduction of roof terrace, installation of plant and associated internal and external alterations.",,2,Spanish Place,,W1U 3HF,,,,,2,2,0,,,Approved,30/11/2022,,,
24234/APP/2022/1013,Hillingdon,25/03/2022,Approved,All Other,Change of use from Class C3 (single dwelling house) to Class C4 (HMO between three and six unrelated individuals) (Application for a Lawful Development Certificate for a Proposed Use).,84 FROGMORE AVENUE,,HAYES,,,,,,,1,1,0,,,Approved,20/05/2022,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=24234/APP/2022/1013
2020/4570/P,Camden,05/10/2020,Approved,All Other,"Additions and alterations to include erection of 1-3 storey rear extensions, roof extensions, rear 1st floor roof terraces and roof terrace to main roof; to facilitate the conversion of a single dwellinghouse into flats (Class C3). Installation of air source heat pumps. Associated works to include refuse storage and tree and landscaping works. (Information for the purpose of consultation: the proposed development provides 9 units, which comprise of 3 x studios, 4 x 2-bed and 2 x 3-bed units).",,6,Lindfield Gardens,London,NW3 6PU,,,,,9,1,8,,,Approved,30/05/2022,,,https://planningrecords.camden.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2020/4570/P
21/03622/FUL,Enfield Council,01/10/2021,Approved,All Other,"Part single, part 2-storey rear extension, first floor side extension, with first floor balustrade at rear, addition of front and side rooflights and additional windows to both side elevations to provide 3 no additional self-contained flats.",107 Park Avenue Enfield EN1 2BD,,,,,,,,,6,3,3,,,Approved,07/04/2022,,,
22/2714/FUL,London Borough of Barnet,24/05/2022,Approved,All Other,"Demolition of the existing dwelling and erection of a new two storey dwelling with rooms in the roofspace. Associated parking and amenity space, proposed bin store",Tilers Way,70,Barnet Road,,EN5 3HA,,,,,1,0,1,,,Approved,08/09/2022,,,
2022/2074/P,Camden,13/05/2022,Approved,All Other,"Change of use from a HMO (C4 use) and 2 bed flat to a single family dwelling, the erection of a bike store and waste store area in the front garden and associated landscaping",,20,Howitt Road,London,NW3 4LL,,,,,1,2,-1,,,Approved,10/10/2022,,,https://planningrecords.camden.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2022/2074/P
2021/5062/P,Camden,15/10/2021,Approved,All Other,"Extension and alteration to Lithos Road faade on 1st, 2nd and 3rd floors and erection of an additional storey on the building, on the roof, to provide 4 self-contained residential units.",Lithos House,2B,Lithos Road,London,NW3 6EF,,,,,4,0,4,,,Approved,05/09/2022,,,https://planningrecords.camden.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2021/5062/P
21/03725/FUL,Enfield Council,12/10/2021,Approved,All Other,Demolition of existing dwelling and erection of new dwelling including landscaping works.,,1A,Forestdale,,N14 7DY,,,,,1,1,0,,,Approved,27/01/2023,,,
22/P1671,Merton,25/05/2022,Approved,All Other,"CONVERSION OF BUILDING FROM BEDSITS TO 2X SELFCONTAINED DWELLINGS INVOLVING REMOVAL OF EXTERNAL STAIRCASE AND REAR EXTENSION, FORMATION OF NEW ENTRANCE IN EAST ELEVATION AND INSTALLATION OF NEW WINDOWS IN FLANK WALLS (RENEWAL OF PP 19/P4029)",Trochee House,66,Ridgway,Wimbledon,SW19 4RA,,,,,2,0,2,,,Approved,19/07/2022,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=22/P1671
2022/3961,Wandsworth,27/09/2022,Approved,All Other,Alterations including erection of part two-storey and part single-storey side and rear extension in connection with the creation of a 1-bedroom dwelling. Installation of waste and cycle stores to front garden.,,7,Beclands Road,London,SW17 9TL,,,,,1,0,1,,,Approved,24/11/2022,,,http://planning.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2022/3961
211707,Waltham Forest,01/06/2021,Approved,All Other,"Construction of single storey rear extension to facilitate change of use of retail unit on ground floor (Class E) to mixed use retail unit and 1 x 1-bedroom flat (Mixed Use Class E/C3), with associated bicycle storages.","581 High Road Leytonstone, Leytonstone, London, E11 4PB",581,,,,,,,,1,0,1,,,Approved,23/03/2023,,,
22/2650/FUL,London Borough of Barnet,18/05/2022,Approved,All Other,"First floor extension to provide 1no self-contained flat and terrace . Associated cycle store. New privacy screen and terrace. New security roller shutters, refuse area and access door to flats.",Newstead Court,33,Brent Street,Hendon,NW4 2EF,,,,,1,0,1,,,Approved,23/12/2022,,,
21/01645/FULL1,Bromley,02/04/2021,Approved,All Other,Construction of a single storey three bed dwelling house following demolition of existing outbuildings,Farringleys,,Westerham Road,,BR2 6HB,,,,,1,0,1,,,Approved,01/11/2022,,,
221914,Waltham Forest,29/06/2022,Approved,Prior Approval,Prior approval for change of use of the first and second floors from commercial premises (Sui Generis) to residential (Use class C3) providing two self-contained units (2 x 1-bed).,"133 High Street, Walthamstow, London, E17 7DB",,,,,,,,,2,0,2,,,Approved,16/08/2022,,,
1517/22,Redbridge,12/05/2022,Approved,All Other,Change of use from a single dwellinghouse into a small HMO for up to 5 people. (Summary),"93, Uphall Road, Ilford, IG1 2JJ",93,Uphall Road,,IG1 2JJ,,,,,1,1,0,,,Approved,06/07/2022,,,
0569/22,Redbridge,03/03/2022,Approved,All Other,Mansard roof extension to create 1x two bedroom self contained flat with associated cycle and waste storage. (summary),Development At 738 To 740 And 738a,,Eastern Avenue,,,,,,,1,0,1,,,Approved,20/05/2022,,,
22/1047/FUL,London Borough of Barnet,25/02/2022,Approved,All Other,"Redevelopment of existing site into 2no single family dwelling houses. Part single, part two storey rear extension and associated rebuilding of roof to include 1no.rear dormer window and 1no side dormer window and rooflights. Formation of basement with associated side and rear lightwells. New front porch. Provision of off street parking and cycle storage (AMENDED DESCRIPTION AND DRAWINGS)(THIRD CONSULTATION FOR REPOSITIONED OFF-STREET CAR PARKING SPACES).",,34,Ravenscroft Avenue,Golders Green,NW11 8AU,,,,,1,0,1,,,Approved,09/08/2022,,,
2021/2840/P,Camden,02/09/2021,Approved,All Other,"Erection of full-width, single storey rear extension in connection with the conversion of 2 residential units at ground floor level into a single 3-bed residential unit, including alterations at the front to provide a hipped roof above a bay window, boundary railings and tiled entrance path.",Flat D Flat Ground Floor Rear,,Downside Crescent,London,NW3 2AN,,,,,1,2,-1,,,Approved,05/05/2022,,,https://planningrecords.camden.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2021/2840/P
