LPA Number,Borough,Valid date,Status,Application type,Description,Site name,Site number,Street name,Locality,Postcode,Actual commencement date,Actual completion date,Total number of proposed residential units,Total number of existing residential units,Units Proposed,Units Lost,Net Units,Total units with commencement date,Toal units with completion date,Decision,Decision date,Appeal decision,Appeal decision date,URL planning application
23/01426/FULL,Westminster,06/03/2023,Approved,All Other,"Amalgamation of two residential units into one, addition of 3 French doors to the front of the existing mansard roof, addition of a skylight at roof level, and conversion of an existing rear window on first floor level into inward opening French doors with Juliette balcony.",,84,Ledbury Road,,W11 2AH,,,,,1,2,-1,,,Approved,09/08/2023,,,
3162/23,Redbridge,25/10/2023,Approved,All Other,"Part first floor rear extension. Conversion of an existing HMO into 2 self-contained flats with associated waste/refuse, cycle store and amenity space (summary)",Development At 64,,Saxon Road,,,,,,,2,1,1,,,Approved,21/12/2023,,,
23/01152/OUT,London Borough of Newham,25/05/2023,Approved,All Other,Outline planning permission (with all matters reserved) for proposed development to create 4no. new residential units (3no. x 3bed/5person and 1no. x 2bed/3person) on a vacant site currently used for vehicle storage.,,68A,Prince Regent Lane,Plaistow,E13 8QQ,,,,,4,0,4,,,Approved,28/03/2024,,,
22/4627/FUL,London Borough of Barnet,14/09/2022,Approved,All Other,Erection of two additional storeys above existing ground floor (front) commercial unit and a single storey above existing (rear) first floor flat to create 2no studio flats with communal area to the front and 2no offices to the rear,105A Golders Green RoadLondonNW11 8HR,,,,,,,,,2,0,2,,,Approved,28/07/2023,,,
P/1134/23,Harrow,24/04/2023,Approved,All Other,"Conversion of dwellinghouse into two flats (2 x 2 Bed); Alterations to roof to form end gable, rear dormer and insertion of three rooflights in front roofslope; External alterations; Landscaping; Boundary treatment; Separate amenity space; Refuse and Cycle storage (Part Demolition of single storey front to side extension)",,47,Elm Drive,Harrow,HA2 7BY,,,,,2,1,1,,,Approved,19/06/2023,,,http://site.com?appref=P/1134/23-or-1250967
22/2416/FUL,Richmond upon Thames,02/08/2022,Approved,All Other,"Demolition of an existing single storey bungalow on the site, followed by the construction of a new single family residential dwelling.",,40,Twickenham Road,,TW11 8AW,,,,,1,1,0,,,Approved,11/07/2023,,,
23/04855/LBC,Westminster,25/07/2023,Approved,All Other,Internal alterations.,First Floor,13,New Row,,WC2N 4LF,,,,,0,1,-1,,,Approved,25/10/2023,,,
23/00631/FUL,Enfield Council,07/03/2023,Approved,All Other,"Conversion of single family dwelling house into 4 self-contained flats involving 2-storey side and rear, part single storey rear extension.",,37,Village Road,,EN1 2ET,,,,,5,1,4,,,Approved,07/07/2023,,,
23/2561/FUL,London Borough of Barnet,04/07/2023,Approved,All Other,Conversion of existing house into two self contained flats including first floor rear extension,,113,Cheviot Gardens,Cricklewood,NW2 1QD,,,,,2,0,2,,,Approved,20/10/2023,,,
23/0804/FUL,London Borough of Barnet,01/03/2023,Approved,All Other,Extension and conversion of existing garage including construction of a first floor mansard roof extension with 1no. front and 1no. side dormer windows and 1no. rooflight to front to provide office space on ground floor and 1no. studio flat at first floor level,Garage,,The Crest,Hendon,NW4 2HN,,,,,2,0,2,,,Approved,26/04/2023,,,
HGY/2022/1093,Haringey,21/03/2022,Approved,All Other,Demolition of garage and the erection of a new two-bedroom bungalow.,"60, Beaufoy Road, London, N17 8BU",60,Beaufoy Road,,N17 8BU,,,,,1,0,1,,,Approved,19/05/2023,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GFA9AAO
DM2023/01035,London Borough of Sutton,19/07/2023,Approved,All Other,"Demolition of existing dwelling and erection of a three storey building comprising eight flats, car parking spaces, refuse and cycle storage and associated landscaping.",,15,Mulgrave Road,,SM2 6LJ,,,,,8,1,7,,,Approved,24/01/2024,,,
2021/4456/P,Camden,14/09/2021,Approved,All Other,"Part demolition of existing annex store structure and first floor extension with terrace above and green roof, to create new residential dwelling with rear and front courtyard; new gates to front elevation; new access to bin store from main building.",,9,Leighton Place,London,NW5 2QL,,,,,1,0,1,,,Approved,01/12/2023,,,https://planningrecords.camden.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2021/4456/P
23/04045/FUL,Enfield Council,21/12/2023,Approved,All Other,"Demolition of garage and erection of a detached chalet bungalow together with car parking spaces, cycle and refuse and recycling storage and hard/soft landscaping.",,24,John Gooch Drive,,EN2 8HF,,,,,1,0,1,,,Approved,16/02/2024,,,
47723/APP/2023/241,Hillingdon,25/01/2023,Approved,All Other,"Construction of a two and half storey dwelling with associated landscaping, parking and refuse/recycling facilities",50 FAIRDALE GARDENS,,HAYES,,UB3 3JB,,,,,1,0,1,,,Approved,13/04/2023,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=47723/APP/2023/241
22/P1513,Merton,17/06/2022,Approved,All Other,CHANGE OF USE OF GROUND FLOOR REAR AREA OF EXISTING RETAIL UNIT TO CREATE 1 x STUDIO FLAT AND ALTERATIONS,,64,The Broadway,Wimbledon,SW19 1RQ,,,,,1,0,1,,,Approved,12/01/2024,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=22/P1513
22/00289/FUL,London Borough of Croydon,26/01/2022,Approved,All Other,"Alterations including the part change of use to the ground floor commercial unit in connection with the conversion of the upper floors of the building to form 2 x 1 bedroom units, erection of a single storey extension at first floor level including roof terrace, and erection of a dormer to the main rear roofslope.",,17,Purley Road,,CR8 2HA,,,,,2,0,2,,,Approved,31/08/2023,,,
23/05378/FULL,Westminster,17/08/2023,Approved,All Other,Amalgamation of first floor flat with existing flat at second and third floors to form one dwelling (Class C3); Demolition of existing conservatory and erection of two storey glazed extension to rear at lower ground and ground floor levels; Replacement of first floor rear window with smaller timber box sash window and associated external alterations. (Linked with 23/05379/LBC),,28,Clarendon Gardens,,W9 1AZ,,,,,1,3,-2,,,Approved,09/01/2024,,,
P0777.23,Havering,17/05/2023,Approved,All Other,"Two storey, 2-bed, end of terraced dwelling with associated parking and amenity space","10 Marine Cottage, Wennington Road, Wennington",,Rainham,,RM13 9DY,,,,,2,2,0,,,Approved,12/07/2023,,,http://development.havering.gov.uk/OcellaWeb/planningDetails?reference=P0777.23
23/00623/FULL,London Borough of Barking and Dagenham,23/05/2023,Approved,All Other,Conversion of existing granny annexe into a separate 2x bedroom dwelling,,15,HATFIELD ROAD,,RM9 6JP,,,,,1,0,1,,,Approved,28/07/2023,,,https://online-befirst.lbbd.gov.uk/planning/index.html?fa=getApplication&id=32394
72587/APP/2023/2291,Hillingdon,27/07/2023,Approved,Prior Approval,"Change of use from a retail unit on the first floor (Class E) into Class C3 (2 no. 1-bed flats) (Application for Prior Approval under Schedule 2, Part 3, Class MA of the Town and Country Planning (General Permitted Development) (England) Order 2015 (as amended)).",1328 UXBRIDGE ROAD,,HAYES,,,,,,,2,0,2,,,Approved,13/11/2023,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=72587/APP/2023/2291
23/2769/PNE,London Borough of Barnet,06/07/2023,Approved,All Other,Change of use of the existing ground floor from commercial to a mixed use of 2 residential units (C3) to the rear and a commercial unit to the front of the site,751 High RoadLondonN12 8LF,,,,,,,,,2,0,2,,,Approved,15/12/2023,,,
2023/4501,Wandsworth,21/12/2023,Approved,All Other,"Alterations including erection of a dormer extension to main rear roof, erection of a first floor side/rear extension and single storey rear extension and single storey side extension to three flats and conversion of upper floor flat into two x 1-bedroom flats. Alterations to fenestration.",,157,Blackshaw Road,London,SW17 0BU,,,,,3,1,2,,,Approved,26/03/2024,,,http://planning.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2023/4501
23/02751/FULL1,Bromley Custodian Code,03/08/2023,Approved,All Other,"Demolition of existing bungalow and detached garage. Construction of a replacement two storey 5 bedroom dwelling with ancillary outbuilding, 1.2m high front boundary wall, bin/cycle storage and associated site landscaping.",Pantiles,,Sevenoaks Road,Pratts Bottom,BR6 7SE,,,,,1,1,0,,,Approved,12/10/2023,,,
22/1786/FUL,London Borough of Barnet,05/04/2022,Approved,All Other,"Conversion of the existing dwelling into 4no. self-contained flats including two storey side and rear extension and roof extension including side and rear dormer window and 1no. rooflight. Associated parking, cycle parking, amenity space and refuse/recycling storage",,102,Edgwarebury Lane,,HA8 8LY,,,,,4,0,4,,,Approved,04/05/2023,,,
26895/APP/2023/335,Hillingdon,03/02/2023,Approved,All Other,Conversion of 2no. maisonettes into 2no dwelling houses. Erection of a single storey side/rear extension.,25 & 25A,,MILDRED AVENUE,,UB3 1TW,,,,,2,2,0,,,Approved,18/01/2024,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=26895/APP/2023/335
232476FUL,Ealing,19/06/2023,Approved,All Other,"Construction of a detached two storey dwellinghouse with excavation of lower ground floor; associated car parking, cycle parking and landscaping",3 Noel Road,,Noel Road,London,W3 0JD,,,,,1,0,1,,,Approved,13/10/2023,,,https://pam.ealing.gov.uk/online-applications/PLAN/232476FUL;
2023/1885/P,Camden,25/07/2023,Approved,All Other,"Erection of one additional storey & a rear extension at first floor level, as an extension to the existing first floor flat",,147,Highgate Road,London,NW5 1LJ,,,,,3,0,3,,,Approved,20/03/2024,,,https://planningrecords.camden.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2023/1885/P
PA/23/01979/A1,Tower Hamlets,27/10/2023,Approved,Prior Approval,"Prior Approval change of use from vacant office (Class E) to 1 x 1 bedroom and 1 x studio residential apartments (Class C3). This application is submitted under Class MA, Part 3, Schedule 2 of the Town and Country Planning (General Permitted Development) (England) Order 2015 (as Amended).","Unit 3, 12 Pepper Street, London",,,,E14 9RP,,,,,4,0,4,,,Approved,11/12/2023,,,
24/P0158,Merton,19/01/2024,Approved,All Other,DEMOLITION OF SINGLE STOREY LOCK UP GARAGES (3 BUILDINGS) AND ERECTION OF 1 X TWO STOREY DETACHED DWELLING HOUSE. (RENEWAL OF PERMISSION 21/P2168).,Former Garage Block,14,The Grange,Wimbledon,SW19 4PS,,,,,1,0,1,,,Approved,01/03/2024,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=24/P0158
P/1425/23,Harrow,15/05/2023,Approved,All Other,"Conversion of dwelling into three flats (1 X 1 bed, 1 X 2 bed and 1 X 3 bed); single and two storey side extension; single storey rear extension; rear dormer; external alterations; separate amenity space; bin and cycle stores",,62,Spencer Road,Harrow,HA3 7AR,,,,,3,1,2,,,Approved,20/10/2023,,,http://site.com?appref=P/1425/23-or-1254850
DM2023/01223,London Borough of Sutton,18/08/2023,Approved,All Other,Conversion of the property from no1 one bed and no1 two bed flats to form a single dwelling house for use as a four bed HMO.,15 And 15A Belmont RoadWallingtonSM6 8TE,,,,,,,,,0,2,-2,,,Approved,07/12/2023,,,
22/03754/FUL,Enfield Council,17/11/2022,Allowed,All Other,"Redevelopment of site provide 9 x residential accommodation (class C3) with associated amenity space, landscaping, refuse storage, cycle and car parking provision.",59-65 Main Avenue Enfield EN1 1DS,,,,,,,,,9,0,9,,,Refused,17/03/2023,,,
2021/5295/P,Camden,28/10/2021,Approved,All Other,"Redevelopment of existing 2 storey building including partial demolition and extensions to provide 2 additional storeys consisting of 8 self-contained flats with balconies at rear; alterations to the ground floor shopfronts; alterations to ground floor to provide new access to upper floors, plant, refuse and cycle facilities; provision of new access gates at rear, green perimeter wall at rear 1st floor, green roof and air source heat pumps within enclosures at rear 1st floor and on main roof; plus associated works to the rear.",,172,Kilburn High Road,London,NW6 4JD,,,,,8,0,8,,,Approved,22/11/2023,,,https://planningrecords.camden.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2021/5295/P
32928/APP/2023/753,Hillingdon,13/03/2023,Approved,All Other,"The provision of 8 residential dwellings in the existing loft space and external alterations to existing building including the extension of the roof, the provision of new dormer windows and external roof terraces",KIRK HOUSE,,97 HIGH STREET,,UB7 7JG,,,,,8,0,8,,,Approved,05/04/2024,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=32928/APP/2023/753
1488/23,Redbridge,26/05/2023,Approved,All Other,"Erection of additional storey at roof level to both blocks to create 4x three-bedroom self-contained flats with associated amenity space, parking, cycle and refuse storage. (summary)",Dorchester Court,,Buckingham Road,South Woodford,,,,,,4,0,4,,,Approved,14/09/2023,,,
233940FUL,Ealing,26/09/2023,Approved,All Other,Change of use for the upper floors from residential use to office use ancillary to the health use.,Corfton Road Surgery,,Corfton Road,London,W5 2HS,,,,,0,4,-4,,,Approved,07/12/2023,,,https://pam.ealing.gov.uk/online-applications/PLAN/233940FUL;
23/4330/FUL,London Borough of Barnet,16/10/2023,Approved,All Other,"Change of use of existing first floor flat into a 6 room, 6 person HMO (Use Class C4) with a roof extension including side and rear dormer windows",,118,Station Road,Hendon,NW4 3SN,,,,,1,1,0,,,Approved,28/02/2024,,,
240193FUL,Ealing,17/01/2024,Approved,All Other,"Conversion of dwellinghouse into two flats with associated bin storage, bicycle parking, and private amenity",30 Tachbrook Road,,Tachbrook Road,Southall,UB2 5JA,,,,,2,1,1,,,Approved,27/02/2024,,,https://pam.ealing.gov.uk/online-applications/PLAN/240193FUL;
23/01696/FULL1,Bromley,12/05/2023,Approved,All Other,Demolition of conservatory. Erection of attached two storey dwellinghouse with associated access and parking.,,63,Chesterfield Close,,BR5 3PG,,,,,1,0,1,,,Approved,07/07/2023,,,
